_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
2309315,2022-03-10,6,Dixon Hall,14,Dixon Hall - Schoolhouse,1020.0,Dixon Hall Schoolhouse,349 George St,M5A 2N2,Toronto,ON,11897,Dixon Hall - Schoolhouse,Men,Emergency,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,22.0,22.0,22.0,0.0,0.0,,,,,,100.0,
2309316,2022-03-10,11,Eva's Initiatives,19,Eva's Phoenix,1025.0,Eva's Phoenix,60 Brant St,M5V 3G9,Toronto,ON,11932,Eva's Phoenix,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,45,Bed Based Capacity,45.0,50.0,45.0,0.0,5.0,,,,,,100.0,
2309317,2022-03-10,11,Eva's Initiatives,18,Eva's Place,1024.0,Eva's Place,360 Lesmill Rd,M3B 2T5,Toronto,ON,11931,Eva's Place,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,16,Bed Based Capacity,16.0,16.0,16.0,0.0,0.0,,,,,,100.0,
2309318,2022-03-10,11,Eva's Initiatives,18,Eva's Place,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,16611,Eva's Satellite Downtown Hotel Program.,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,39,Room Based Capacity,,,,,,39.0,41.0,39.0,0.0,2.0,,100.0
2309319,2022-03-10,25,Fife House Foundation,41,Fife House Transitional Program,1053.0,Fife House Denison Ave,70 Denison Ave,M5T 2M8,Toronto,ON,12252,Fife House Denison Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,4,Bed Based Capacity,5.0,5.0,4.0,1.0,0.0,,,,,,80.0,
2309320,2022-03-10,25,Fife House Foundation,41,Fife House Transitional Program,1054.0,Fife House Sherbourne St,490 Sherbourne St,M4X 1K9,Toronto,ON,12253,Fife-Sherbourne Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,8,Bed Based Capacity,11.0,11.0,8.0,3.0,0.0,,,,,,72.73,
2309321,2022-03-10,26,Fred Victor Centre,58,FV Women's Transition to Housing,1099.0,Fred Victor Centre Transition to Housing Dundas St E,386 Dundas St E,M5A 2A5,Toronto,ON,13331,Fred Victor T2H Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,36,Bed Based Capacity,37.0,37.0,36.0,1.0,0.0,,,,,,97.3,
2309322,2022-03-10,26,Fred Victor Centre,58,FV Women's Transition to Housing,1081.0,Fred Victor Mary Sheffield House,512 Jarvis St,M4Y 2H6,Toronto,ON,13191,Fred Victor Transition to Housing Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,24.0,24.0,23.0,1.0,0.0,,,,,,95.83,
2309323,2022-03-10,26,Fred Victor Centre,42,Fred Victor Women's Hostel,1007.0,Adelaide Resource Centre for Women,67 Adelaide St E,M5C 1K6,Toronto,ON,16391,Fred Victor The Phoenix Women's 24/7 Drop-In,Women,Emergency,24-Hour Women's Drop-in,Base Shelter and Overnight Services System,43,Bed Based Capacity,44.0,44.0,43.0,1.0,0.0,,,,,,97.73,
2309324,2022-03-10,26,Fred Victor Centre,42,Fred Victor Women's Hostel,1193.0,Fred Victor Centre Fatima House,1059 College Street,M6H 1B1,Toronto,ON,12256,Fred Victor Women's Hostel Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,23.0,23.0,23.0,0.0,0.0,,,,,,100.0,
2309325,2022-03-10,26,Fred Victor Centre,44,"Fred Victor, BUS",1055.0,Fred Victor Centre Bethlehem United Shelter,1161 Caledonia Rd,M6A 2W9,Toronto,ON,12254,Fred Victor Bethlehem United Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,53,Bed Based Capacity,53.0,54.0,53.0,0.0,1.0,,,,,,100.0,
2309326,2022-03-10,26,Fred Victor Centre,44,"Fred Victor, BUS",1130.0,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,M2J 4R2,North York,ON,15631,Fred Victor Uptown Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,277,Room Based Capacity,,,,,,269.0,271.0,269.0,0.0,2.0,,100.0
2309327,2022-03-10,26,Fred Victor Centre,72,Fred Victor-Better Living Centre,1152.0,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,M6K 3C3,Toronto,ON,14931,Fred Victor 1A Strachan Ave Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,45,Bed Based Capacity,45.0,45.0,45.0,0.0,0.0,,,,,,100.0,
2309328,2022-03-10,39,Friends of Ruby,85,Friends of Ruby,1187.0,Friends of Ruby  ,257 Dundas St E,M5A 1Z8,Toronto,ON,16252,Friends of Ruby - Emergency Housing,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,4,Bed Based Capacity,5.0,5.0,4.0,1.0,0.0,,,,,,80.0,
2309329,2022-03-10,39,Friends of Ruby,85,Friends of Ruby,1187.0,Friends of Ruby  ,257 Dundas St E,M5A 1Z8,Toronto,ON,16251,Friends of Ruby - Transitional Housing,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,28.0,28.0,24.0,4.0,0.0,,,,,,85.71,
2309330,2022-03-10,10,Good Shepherd Ministries,16,Good Shepherd Centre,1022.0,Good Shepherd Centre,412 Queen St E,M5A 1T3,Toronto,ON,11899,Good Shepherd - D.A.R.E.,Men,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25.0,25.0,24.0,1.0,0.0,,,,,,96.0,
2309331,2022-03-10,10,Good Shepherd Ministries,16,Good Shepherd Centre,1022.0,Good Shepherd Centre,412 Queen St E,M5A 1T3,Toronto,ON,11900,Good Shepherd - Emergency/Resettlement,Men,Emergency,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25.0,27.0,25.0,0.0,2.0,,,,,,100.0,
2309332,2022-03-10,10,Good Shepherd Ministries,16,Good Shepherd Centre,1021.0,Good Shepherd Centre Barrett House,35 Sydenham St,M5A 4H5,Toronto,ON,11898,Good Shepherd Barrett House - Men's Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,5,Bed Based Capacity,5.0,5.0,5.0,0.0,0.0,,,,,,100.0,
2309333,2022-03-10,10,Good Shepherd Ministries,16,Good Shepherd Centre,1168.0,Good Shepherd Centre West End Hotel Program,335 Jarvis St,M5B 2C2,Toronto,ON,15531,Good Shepherd Centre West End Hotel - Men's Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,45,Room Based Capacity,,,,,,45.0,47.0,45.0,0.0,2.0,,100.0
2309334,2022-03-10,15,Homes First Society,68,HFS - Kennedy Shelter,1108.0,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,M1K 2B5,Toronto,ON,13591,Homes First Society- Kennedy Shelter Women's Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,50,Bed Based Capacity,50.0,50.0,50.0,0.0,0.0,,,,,,100.0,
2309335,2022-03-10,15,Homes First Society,25,HFS - Savard's Womens' Shelter,1167.0,HFS Downtown Hotel Program,60 York St,M5J 1S8,Toronto,ON,15492,Homes First Society Downtown Hotel - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,102,Room Based Capacity,,,,,,91.0,94.0,91.0,0.0,3.0,,100.0
2309336,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1150.0,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14831,545 Lake Shore Blvd W. Couples,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,58,Bed Based Capacity,58.0,70.0,58.0,0.0,12.0,,,,,,100.0,
2309337,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1150.0,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14951,545 Lake Shore Blvd W. Men,Men,Emergency,Shelter,Base Shelter and Overnight Services System,19,Bed Based Capacity,19.0,19.0,19.0,0.0,0.0,,,,,,100.0,
2309338,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1150.0,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14832,545 Lake Shore Blvd W. Women,Women,Emergency,Shelter,Base Shelter and Overnight Services System,31,Bed Based Capacity,31.0,31.0,31.0,0.0,0.0,,,,,,100.0,
2309339,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1195.0,HFS - Lawrence East Shelter,4117 Lawrence Ave E,M1E 2S2,Scarborough,ON,16491,HFS - Lawrence East Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,53,Bed Based Capacity,53.0,55.0,53.0,0.0,2.0,,,,,,100.0,
2309340,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1220.0,HFS - Metro Strachan,22 Metropolitan Rd,M1R 2T5,Toronto,ON,16651,HFS - Metro Strachan - Co-ed,Mixed Adult,Transitional,Motel/Hotel Shelter,Base Shelter and Overnight Services System,82,Room Based Capacity,,,,,,82.0,86.0,82.0,0.0,4.0,,100.0
2309341,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1191.0,45 The Esplanade,45 The Esplanade,M5E 1W2,Toronto,ON,16331,HFS 45 The Esplanade,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,260,Room Based Capacity,,,,,,226.0,235.0,226.0,0.0,9.0,,100.0
2309342,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1179.0,Multiple Youth & Adult Agencies Scarborough Hotel Program,2035 Kennedy Rd,M1T 3G2,Scarborough,ON,16011,HFS Scarborough Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,303,Room Based Capacity,,,,,,273.0,287.0,273.0,0.0,14.0,,100.0
2309343,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1153.0,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,16194,Homes First Society - 5800 Yonge Street - Warming Centre,Mixed Adult,Emergency,Warming Centre,Winter Programs,58,Bed Based Capacity,60.0,60.0,58.0,2.0,0.0,,,,,,96.67,
2309344,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1125.0,HFS 195 Princes' Blvd ,195 Princes' Blvd,M6K 3C3,Toronto,ON,16131,Homes First Society - Better Living Centre - Warming Centre,Mixed Adult,Emergency,Warming Centre,Winter Programs,64,Bed Based Capacity,64.0,71.0,64.0,0.0,7.0,,,,,,100.0,
2309345,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1125.0,HFS 195 Princes' Blvd ,195 Princes' Blvd,M6K 3C3,Toronto,ON,16151,Homes First Society - Better Living Centre - Winter Program,Mixed Adult,Emergency,24-Hour Respite Site,COVID-19 Response,116,Bed Based Capacity,116.0,184.0,116.0,0.0,68.0,,,,,,100.0,
2309346,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1031.0,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,M1K 1M2,Toronto,ON,12012,Homes First Society - Scarborough Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,37,Bed Based Capacity,37.0,37.0,37.0,0.0,0.0,,,,,,100.0,
2309347,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1153.0,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,15111,Homes First Society - Willowdale Centre - Men,Men,Emergency,Shelter,Base Shelter and Overnight Services System,115,Bed Based Capacity,115.0,130.0,115.0,0.0,15.0,,,,,,100.0,
2309348,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1153.0,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,15112,Homes First Society - Willowdale Centre - Women,Women,Emergency,Shelter,Base Shelter and Overnight Services System,35,Bed Based Capacity,35.0,35.0,35.0,0.0,0.0,,,,,,100.0,
2309349,2022-03-10,15,Homes First Society,24,HFS - Scarborough Shelter,1200.0,HFS Placer,101 Placer Ct,M2H 3H9,Toronto,ON,16631,Homes First Society Placer Ã¢ÂÂ Mixed Adult Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,51,Bed Based Capacity,51.0,51.0,51.0,0.0,0.0,,,,,,100.0,
2309350,2022-03-10,9,Horizon for Youth,13,Horizons for Youth,1019.0,Horizons for Youth,422 Gilbert Ave,M6E 4X3,Toronto,ON,11896,Horizons for Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,18,Bed Based Capacity,18.0,18.0,18.0,0.0,0.0,,,,,,100.0,
2309351,2022-03-10,32,Kennedy House Youth Services,57,Kennedy House Youth Shelter,1179.0,Multiple Youth & Adult Agencies Scarborough Hotel Program,2035 Kennedy Rd,M1T 3G2,Scarborough,ON,15731,Kennedy House Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,45,Room Based Capacity,,,,,,45.0,40.0,45.0,0.0,0.0,,100.0
2309352,2022-03-10,32,Kennedy House Youth Services,57,Kennedy House Youth Shelter,1080.0,Kennedy House Youth Shelter,1076 Pape Ave,M4K 3W5,Toronto,ON,13151,Kennedy House Youth Shelter Bedded Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,14,Bed Based Capacity,14.0,15.0,14.0,0.0,1.0,,,,,,100.0,
2309353,2022-03-10,35,Margaret's Housing and Community Support Services,67,Margaret's Toronto East Drop-In,1118.0,Margaret's 21 Park Rd Respite ,21 Park Rd,M4W 2N1,Toronto,ON,15031,Margaret's 21 Park Rd. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,27,Bed Based Capacity,27.0,27.0,27.0,0.0,0.0,,,,,,100.0,
2309354,2022-03-10,2,Na-Me-Res (Native Men's Residence),1,Na-Me-Res,1002.0,Na-Me-Res,14 Vaughan Rd,M6G 2N1,Toronto,ON,11794,Na-Me-Res (Native Men's Residence),Men,Emergency,Shelter,Base Shelter and Overnight Services System,44,Bed Based Capacity,44.0,44.0,44.0,0.0,0.0,,,,,,100.0,
2309355,2022-03-10,2,Na-Me-Res (Native Men's Residence),1,Na-Me-Res,1013.0,Sagatay ,26 Vaughan Rd,M6G 2C4,Toronto,ON,11871,Sagatay,Men,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,17.0,17.0,13.0,4.0,0.0,,,,,,76.47,
2309356,2022-03-10,8,Native Child & Family Services Toronto,12,Eagles Nest Transition House,1018.0,Native Child & Family Services Toronto,558 Bathurst St,M5S 2P9,Toronto,ON,11895,Native Child & Family Services Toronto,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,5,Bed Based Capacity,9.0,9.0,5.0,4.0,0.0,,,,,,55.56,
2309357,2022-03-10,8,Native Child & Family Services Toronto,12,Eagles Nest Transition House,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15611,Native Child Youth Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,12,Room Based Capacity,,,,,,14.0,14.0,12.0,2.0,0.0,,85.71
2309358,2022-03-10,33,Sistering: A Women's Place,65,Sistering,1104.0,Sistering,962 Bloor St W,M6H 1L6,Toronto,ON,16371,Sistering Overnight Women's Program,Women,Emergency,24-Hour Women's Drop-in,Base Shelter and Overnight Services System,19,Bed Based Capacity,19.0,19.0,19.0,0.0,0.0,,,,,,100.0,
2309359,2022-03-10,19,Society of St.Vincent De Paul,34,SVDP - Amelie House,1050.0,SVDP Amelie House,126 Pape Ave,M4M 2V8,Toronto,ON,12232,St.Vincent De Paul - Amelie House - Women's Shelter,Women,Transitional,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,15.0,15.0,15.0,0.0,0.0,,,,,,100.0,
2309360,2022-03-10,19,Society of St.Vincent De Paul,38,SVDP - Elisa House,1049.0,SVDP Elisa House,60 Newcastle St,M8Y 1A3,Toronto,ON,12231,St.Vincent De Paul - Elisa House,Women,Emergency,Shelter,Base Shelter and Overnight Services System,20,Bed Based Capacity,20.0,20.0,20.0,0.0,0.0,,,,,,100.0,
2309361,2022-03-10,19,Society of St.Vincent De Paul,37,SVDP - Mary's Home,1048.0,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,Toronto,ON,12211,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,27,Bed Based Capacity,27.0,27.0,27.0,0.0,0.0,,,,,,100.0,
